user_id,product_id,rating
22,Samsung Odyssey Monitor,1
22,Arlo Pro 4 Camera,5
22,Dyson V15 Vacuum,3
22,Corsair K95 Keyboard,2
22,PS5 Console,3
23,Ninja Air Fryer,1
23,Oculus Quest 3,2
23,iPhone 15 Pro,5
23,Levis 501 Jeans,5
23,Apple Watch Ultra,3
23,Ring Video Doorbell,2
23,Samsung 4K TV,3
23,Google Nest Hub,2
23,Instant Pot Duo,3
23,Breville Coffee Maker,5
23,Razer DeathAdder,5
23,AirPods Pro 2,1
23,LG OLED TV,3
23,Yeti Rambler Tumbler,4
23,HP Spectre x360,1
23,Eufy RoboVac,3
23,Apple Magic Keyboard,3
23,Sony WH-1000XM5,1
23,Nike Air Force 1,5
23,Bose QuietComfort,3
23,Apple iPad Pro,5
23,Ray-Ban Wayfarer,1
23,Dyson V15 Vacuum,5
23,Samsung Galaxy S25,2
23,BenQ Eye-Care Monitor,4
23,Surface Pro 9,3
23,Arlo Pro 4 Camera,4
23,GoPro Hero 12,5
23,DJI Mini Drone,3
23,Philips Hue Bulbs,5
23,Roborock S8 Robot Vacuum,2
23,Samsung Odyssey Monitor,1
24,Canon EOS R5,1
24,Yeti Rambler Tumbler,2
24,iPhone 15 Pro,1
24,Instant Pot Duo,2
24,PS5 Console,3
24,DJI Mini Drone,2
24,Eufy RoboVac,2
24,Bose QuietComfort,5
24,Dell XPS 13,4
24,BenQ Eye-Care Monitor,4
24,Sony WH-1000XM5,3
24,Ninja Air Fryer,3
24,Echo Dot 5th Gen,4
24,Samsung 4K TV,5
24,Xbox Series X,4
24,Roborock S8 Robot Vacuum,5
24,Ring Video Doorbell,3
24,AirPods Pro 2,1
24,Levis 501 Jeans,3
24,MacBook Air M3,3
24,GoPro Hero 12,2
24,Arlo Pro 4 Camera,2
24,Nike Air Force 1,2
24,Oculus Quest 3,2
24,Adidas Ultraboost,5
24,North Face Jacket,4
24,Razer DeathAdder,1
24,Apple Magic Keyboard,3
24,Corsair K95 Keyboard,5
24,Apple Watch Ultra,1
24,Dyson V15 Vacuum,5
24,Apple iPad Pro,5
24,Kindle Paperwhite,3
25,Ray-Ban Wayfarer,5
25,Samsung Odyssey Monitor,4
25,Kindle Paperwhite,5
25,Dell XPS 13,4
25,Razer DeathAdder,2
25,LG OLED TV,3
25,Surface Pro 9,4
25,Apple Watch Ultra,1
25,Roborock S8 Robot Vacuum,1
25,Oculus Quest 3,4
25,PS5 Console,4
25,Adidas Ultraboost,4
25,Apple Magic Keyboard,1
25,Nike Air Force 1,1
25,Ring Video Doorbell,4
25,Patagonia Fleece,5
25,Arlo Pro 4 Camera,5
25,Dyson V15 Vacuum,2
25,BenQ Eye-Care Monitor,3
25,HP Spectre x360,5
25,Eufy RoboVac,1
25,Bose QuietComfort,5
25,Corsair K95 Keyboard,2
25,iPhone 15 Pro,2
25,Echo Dot 5th Gen,3
25,Breville Coffee Maker,5
25,Xbox Series X,1
25,Yeti Rambler Tumbler,1
25,AirPods Pro 2,4
25,Philips Hue Bulbs,1
25,Google Nest Hub,3
25,Sony WH-1000XM5,3
25,Levis 501 Jeans,1
25,Ninja Air Fryer,1
26,Sony WH-1000XM5,4
26,Roborock S8 Robot Vacuum,3
26,Dell XPS 13,3
26,North Face Jacket,4
26,Yeti Rambler Tumbler,4
26,DJI Mini Drone,2
26,BenQ Eye-Care Monitor,2
26,Arlo Pro 4 Camera,3
26,Xbox Series X,1
26,MacBook Air M3,4
26,Canon EOS R5,2
26,Nike Air Force 1,3
26,Apple iPad Pro,2
26,Dyson V15 Vacuum,4
26,Ninja Air Fryer,4
26,Echo Dot 5th Gen,5
26,LG OLED TV,1
26,Eufy RoboVac,5
26,Patagonia Fleece,3
26,Fitbit Charge 6,2
26,PS5 Console,3
26,AirPods Pro 2,4
26,Corsair K95 Keyboard,5
26,Apple Watch Ultra,5
26,Philips Hue Bulbs,5
26,Oculus Quest 3,3
27,Apple Magic Keyboard,4
27,Google Nest Hub,3
27,Levis 501 Jeans,5
27,Nike Air Force 1,2
27,Ring Video Doorbell,5
27,Echo Dot 5th Gen,1
27,Canon EOS R5,3
27,HP Spectre x360,2
27,Eufy RoboVac,4
27,Kindle Paperwhite,2
27,Arlo Pro 4 Camera,4
27,Fitbit Charge 6,2
27,Philips Hue Bulbs,5
27,Samsung Galaxy S25,5
27,DJI Mini Drone,5
27,Samsung Odyssey Monitor,1
27,LG OLED TV,4
27,Adidas Ultraboost,5
27,Razer DeathAdder,1
27,Roborock S8 Robot Vacuum,4
27,Xbox Series X,2
27,Surface Pro 9,1
27,Dell XPS 13,3
27,Sony WH-1000XM5,1
27,Instant Pot Duo,1
27,PS5 Console,4
28,North Face Jacket,1
28,Apple Watch Ultra,5
28,DJI Mini Drone,4
28,Samsung Galaxy S25,2
28,Surface Pro 9,5
28,Apple Magic Keyboard,1
28,Razer DeathAdder,3
28,Dell XPS 13,5
28,AirPods Pro 2,5
28,Yeti Rambler Tumbler,3
28,Echo Dot 5th Gen,5
28,Kindle Paperwhite,1
28,PS5 Console,1
28,Logitech MX Master,3
28,Ninja Air Fryer,4
28,Patagonia Fleece,2
29,DJI Mini Drone,5
29,Ring Video Doorbell,5
29,Apple Watch Ultra,1
29,MacBook Air M3,2
29,Corsair K95 Keyboard,4
29,Kindle Paperwhite,2
29,Dell XPS 13,2
29,GoPro Hero 12,1
29,Adidas Ultraboost,1
29,Fitbit Charge 6,1
29,Apple Magic Keyboard,1
29,Dyson V15 Vacuum,5
29,Philips Hue Bulbs,1
29,Breville Coffee Maker,5
29,Surface Pro 9,5
29,BenQ Eye-Care Monitor,1
29,North Face Jacket,3
29,Yeti Rambler Tumbler,4
29,Patagonia Fleece,2
29,Ray-Ban Wayfarer,5
29,Canon EOS R5,4
29,Logitech MX Master,3
29,Samsung Galaxy S25,2
29,Oculus Quest 3,2
29,Samsung 4K TV,5
29,Bose QuietComfort,1
29,Sony WH-1000XM5,3
29,AirPods Pro 2,5
29,Arlo Pro 4 Camera,3
29,Eufy RoboVac,1
29,Samsung Odyssey Monitor,1
29,iPhone 15 Pro,5
29,Ninja Air Fryer,1
29,Nike Air Force 1,4
30,Philips Hue Bulbs,5
30,Arlo Pro 4 Camera,4
30,Google Nest Hub,1
30,iPhone 15 Pro,4
30,North Face Jacket,3
30,Surface Pro 9,3
30,GoPro Hero 12,4
30,Kindle Paperwhite,5
30,Patagonia Fleece,5
30,Samsung 4K TV,3
30,Apple Watch Ultra,2
30,Samsung Odyssey Monitor,5
30,Dell XPS 13,4
30,Instant Pot Duo,5
30,Breville Coffee Maker,4
30,Roborock S8 Robot Vacuum,3
30,PS5 Console,5
30,LG OLED TV,4
30,Sony WH-1000XM5,3
30,Dyson V15 Vacuum,2
30,DJI Mini Drone,4
31,MacBook Air M3,1
31,Levis 501 Jeans,2
31,DJI Mini Drone,3
31,Fitbit Charge 6,5
31,Patagonia Fleece,4
31,Nike Air Force 1,2
31,Ninja Air Fryer,3
31,Breville Coffee Maker,4
31,Adidas Ultraboost,4
31,Arlo Pro 4 Camera,2
31,Sony WH-1000XM5,1
31,Ring Video Doorbell,2
31,AirPods Pro 2,3
31,LG OLED TV,4
31,Yeti Rambler Tumbler,2
31,Google Nest Hub,1
31,Bose QuietComfort,2
31,GoPro Hero 12,5
31,Corsair K95 Keyboard,1
31,Dyson V15 Vacuum,3
31,iPhone 15 Pro,4
31,Apple Magic Keyboard,2
31,Samsung 4K TV,1
31,Philips Hue Bulbs,5
31,Instant Pot Duo,1
31,Roborock S8 Robot Vacuum,5
31,Logitech MX Master,3
31,Apple iPad Pro,4
31,Samsung Odyssey Monitor,3
31,North Face Jacket,2
31,PS5 Console,1
31,Razer DeathAdder,5
32,Bose QuietComfort,2
32,Ring Video Doorbell,4
32,GoPro Hero 12,4
32,BenQ Eye-Care Monitor,2
32,Echo Dot 5th Gen,4
32,LG OLED TV,5
32,Fitbit Charge 6,5
32,Xbox Series X,5
32,Philips Hue Bulbs,1
32,Samsung 4K TV,2
32,Ray-Ban Wayfarer,1
32,Levis 501 Jeans,4
32,HP Spectre x360,1
32,Instant Pot Duo,4
32,Roborock S8 Robot Vacuum,4
32,Breville Coffee Maker,3
33,Eufy RoboVac,3
33,Roborock S8 Robot Vacuum,3
33,Ray-Ban Wayfarer,4
33,Logitech MX Master,5
33,DJI Mini Drone,4
33,Bose QuietComfort,2
33,HP Spectre x360,4
33,Oculus Quest 3,1
33,Razer DeathAdder,2
33,MacBook Air M3,2
33,Apple iPad Pro,5
33,Yeti Rambler Tumbler,3
33,North Face Jacket,2
33,Canon EOS R5,3
33,Xbox Series X,4
33,Arlo Pro 4 Camera,1
33,Adidas Ultraboost,5
33,PS5 Console,3
33,Kindle Paperwhite,2
33,Apple Magic Keyboard,3
33,Echo Dot 5th Gen,2
33,Dell XPS 13,3
33,Fitbit Charge 6,2
33,Samsung Galaxy S25,4
33,Samsung Odyssey Monitor,2
33,Corsair K95 Keyboard,2
33,Dyson V15 Vacuum,1
33,Levis 501 Jeans,2
33,BenQ Eye-Care Monitor,1
33,Google Nest Hub,5
34,GoPro Hero 12,3
34,Apple Magic Keyboard,4
34,Oculus Quest 3,1
34,Arlo Pro 4 Camera,4
34,Samsung 4K TV,4
34,Surface Pro 9,1
34,Philips Hue Bulbs,5
34,Ring Video Doorbell,4
34,Apple Watch Ultra,4
34,Apple iPad Pro,5
34,Google Nest Hub,4
34,PS5 Console,4
34,LG OLED TV,4
34,North Face Jacket,2
34,Adidas Ultraboost,5
35,Dyson V15 Vacuum,4
35,Levis 501 Jeans,2
35,Adidas Ultraboost,3
35,HP Spectre x360,1
35,Breville Coffee Maker,5
35,Philips Hue Bulbs,4
35,Xbox Series X,5
35,Nike Air Force 1,2
35,Surface Pro 9,5
35,North Face Jacket,2
35,Canon EOS R5,5
35,Ring Video Doorbell,1
35,MacBook Air M3,1
35,Logitech MX Master,1
35,Dell XPS 13,1
35,Yeti Rambler Tumbler,1
35,Razer DeathAdder,1
35,Instant Pot Duo,2
35,Apple iPad Pro,4
35,Patagonia Fleece,5
35,Kindle Paperwhite,1
35,iPhone 15 Pro,2
35,Samsung Odyssey Monitor,2
35,Google Nest Hub,2
35,PS5 Console,4
35,Oculus Quest 3,5
35,LG OLED TV,4
35,Ray-Ban Wayfarer,3
35,Apple Magic Keyboard,2
35,Bose QuietComfort,3
35,AirPods Pro 2,1
35,Echo Dot 5th Gen,1
35,Ninja Air Fryer,4
35,Roborock S8 Robot Vacuum,5
36,GoPro Hero 12,1
36,Patagonia Fleece,4
36,Levis 501 Jeans,4
36,MacBook Air M3,1
36,Samsung Galaxy S25,1
36,Surface Pro 9,1
36,Dyson V15 Vacuum,2
36,Adidas Ultraboost,2
36,Google Nest Hub,2
36,Samsung Odyssey Monitor,5
36,Arlo Pro 4 Camera,4
36,Ray-Ban Wayfarer,4
36,Apple iPad Pro,3
36,AirPods Pro 2,2
36,DJI Mini Drone,5
36,Apple Magic Keyboard,5
36,Eufy RoboVac,4
36,Xbox Series X,2
36,Razer DeathAdder,3
36,Samsung 4K TV,2
36,Apple Watch Ultra,1
36,Yeti Rambler Tumbler,2
36,Bose QuietComfort,1
36,HP Spectre x360,1
36,Canon EOS R5,3
36,Dell XPS 13,4
36,Fitbit Charge 6,2
36,Oculus Quest 3,1
36,Echo Dot 5th Gen,2
36,Ninja Air Fryer,4
36,Instant Pot Duo,4
36,Breville Coffee Maker,5
36,North Face Jacket,4
37,Adidas Ultraboost,5
37,Apple Magic Keyboard,2
37,North Face Jacket,2
37,Fitbit Charge 6,1
37,Dell XPS 13,4
37,Levis 501 Jeans,5
37,Razer DeathAdder,3
37,Ray-Ban Wayfarer,1
37,Yeti Rambler Tumbler,4
37,MacBook Air M3,3
37,Eufy RoboVac,2
37,iPhone 15 Pro,2
37,Sony WH-1000XM5,3
37,GoPro Hero 12,1
37,AirPods Pro 2,2
37,DJI Mini Drone,5
37,Roborock S8 Robot Vacuum,3
37,Oculus Quest 3,3
37,PS5 Console,2
37,Instant Pot Duo,1
37,Bose QuietComfort,5
37,Samsung Odyssey Monitor,1
37,Samsung Galaxy S25,4
37,Arlo Pro 4 Camera,4
37,BenQ Eye-Care Monitor,2
37,Apple iPad Pro,2
37,Xbox Series X,2
37,HP Spectre x360,4
